trade_date,scheme,group,hold_year,score_year,score_lag_years,holding_count,tradable_holding_count,daily_ret,nav,benchmark_ret,benchmark_nav,excess_nav
2018-10-09,方案A_传统规则,B,2018,2016,2,19,17,0.003928800978500385,890173.3216332879,-0.000671,815880.6897401543,74292.63189313363
2018-10-10,方案A_传统规则,B,2018,2016,2,19,17,0.0061035726854440165,895606.5592045197,-0.002157,814120.8350923847,81485.72411213501
2018-10-11,方案A_传统规则,B,2018,2016,2,19,17,-0.03862569004425836,861013.1378470813,-0.047990000000000005,775051.1762163013,85961.96163078002
2018-10-12,方案A_传统规则,B,2018,2016,2,19,17,0.01987690173632159,878127.4113817497,0.01492,786614.9397654484,91512.47161630122
2018-10-15,方案A_传统规则,B,2018,2016,2,19,17,-0.014047645085664747,865791.7891666654,-0.013964,775630.6487465638,90161.14042010158
2018-10-16,方案A_传统规则,B,2018,2016,2,19,17,-0.002952977136920704,863235.1258079226,-0.008149,769310.0345899281,93925.09121799446
2018-10-17,方案A_传统规则,B,2018,2016,2,19,17,0.001690111573187077,864694.0894844321,0.00557,773595.0914825941,91098.99800183799
2018-10-18,方案A_传统规则,B,2018,2016,2,19,17,-0.02000424171335978,847396.539910272,-0.023685,755272.4917408288,92124.04816944315
2018-10-19,方案A_传统规则,B,2018,2016,2,19,17,0.026753718174798796,870067.548121331,0.029744000000000003,777737.3167351681,92330.23138616292
2018-10-22,方案A_传统规则,B,2018,2016,2,19,17,0.032267979971038065,898142.8703375604,0.043167,811309.9034866751,86832.9668508853
2018-10-23,方案A_传统规则,B,2018,2016,2,19,17,-0.023540100990820358,877000.496465629,-0.026557,789763.9463797794,87236.5500858496
2018-10-24,方案A_传统规则,B,2018,2016,2,19,17,4.160547863045238e-05,877036.9844910436,0.0015,790948.5922993491,86088.39219169447
2018-10-25,方案A_传统规则,B,2018,2016,2,19,17,-0.0039306212094554855,873589.6843183262,0.001915,792463.2588536022,81126.42546472396
2018-10-26,方案A_传统规则,B,2018,2016,2,19,17,-0.004118021976522949,869992.2227998396,-0.006472,787334.4366423017,82657.78615753783
2018-10-29,方案A_传统规则,B,2018,2016,2,19,17,-0.016267816840518243,855839.3486666564,-0.030484,763333.3336756979,92506.0149909585
2018-10-30,方案A_传统规则,B,2018,2016,2,19,17,0.004318077245737419,859534.9290841406,0.010846,771612.4470127445,87922.48207139608
2018-10-31,方案A_传统规则,B,2018,2016,2,19,17,0.013859350624216067,871447.5250400784,0.014006000000000001,782419.6509456049,89027.87409447355
2018-11-01,方案A_传统规则,B,2018,2016,2,19,17,0.004922091122287292,875736.8691666175,0.007359,788177.4771569136,87559.39200970391
2018-11-02,方案A_传统规则,B,2018,2016,2,19,17,0.02778441620413427,900068.7068248483,0.035634,816263.3933779229,83805.31344692537
2018-11-05,方案A_传统规则,B,2018,2016,2,19,17,-0.008354486552578573,892549.0949172834,-0.008331,809463.1030476915,83085.99186959188
2018-11-06,方案A_传统规则,B,2018,2016,2,19,17,-0.002872873586658958,889984.9141976992,-0.006032999999999999,804579.6121470048,85405.30205069436
2018-11-07,方案A_传统规则,B,2018,2016,2,19,17,-0.0026844425009547868,887595.8008688183,-0.006549,799310.420267054,88285.38060176431
2018-11-08,方案A_传统规则,B,2018,2016,2,19,17,0.0005315810251159615,888067.6299545327,-0.002836,797043.5759151768,91024.05403935595
2018-11-09,方案A_传统规则,B,2018,2016,2,19,17,-0.015902751540563035,873944.911084149,-0.014109,785798.0881025895,88146.82298155956
2018-11-12,方案A_传统规则,B,2018,2016,2,19,17,0.005491247453604735,878743.9588517306,0.011901,795149.8711490983,83594.0877026323
2018-11-13,方案A_传统规则,B,2018,2016,2,19,17,0.006219913077266176,884209.6698929612,0.010059,803148.2837029871,81061.38618997403
2018-11-14,方案A_传统规则,B,2018,2016,2,19,17,-0.008785202942304338,876441.7084994036,-0.01002,795100.7379002831,81340.97059912048
2018-11-15,方案A_传统规则,B,2018,2016,2,19,17,0.008907291973334345,884248.4306946158,0.011678,804385.9243174826,79862.50637713319
2018-11-16,方案A_传统规则,B,2018,2016,2,19,17,-0.0023764325296626145,882147.0739596101,0.004719,808181.8214943368,73965.25246527325
2018-11-19,方案A_传统规则,B,2018,2016,2,19,17,0.0063327982749745975,887733.5334278553,0.011335999999999999,817343.3706227966,70390.16280505876
2018-11-20,方案A_传统规则,B,2018,2016,2,19,17,-0.010470684371968231,878438.3557929202,-0.023126999999999998,798440.6704904031,79997.68530251714
2018-11-21,方案A_传统规则,B,2018,2016,2,19,17,0.002468440063267401,880606.7282234702,0.002512,800446.3534546751,80160.3747687951
2018-11-22,方案A_传统规则,B,2018,2016,2,19,17,-0.002541963509046622,878368.2580545051,-0.003739,797453.484539108,80914.7735153971
2018-11-23,方案A_传统规则,B,2018,2016,2,19,17,-0.018267744183581132,862322.4514173876,-0.022073,779851.2937748763,82471.1576425113
2018-11-26,方案A_传统规则,B,2018,2016,2,19,17,-0.00016051630893899147,862184.0346003708,-0.0007099999999999999,779297.5993562961,82886.43524407467
2018-11-27,方案A_传统规则,B,2018,2016,2,19,17,-0.005364559547868055,857558.7970055359,-0.0012740000000000002,778304.7742147163,79254.02279081964
2018-11-28,方案A_传统规则,B,2018,2016,2,19,17,0.007901974561781636,864335.2048047057,0.013289,788647.6663592557,75687.53844545002
2018-11-29,方案A_传统规则,B,2018,2016,2,19,17,-0.00039832705151625103,863990.9167110542,-0.012985,778407.0764115807,85583.8402994735
2018-11-30,方案A_传统规则,B,2018,2016,2,19,17,0.008792194003456452,871587.2924680021,0.011166,787098.7698267924,84488.52264120965
2018-12-03,方案A_传统规则,B,2018,2016,2,19,17,0.022447086701033764,891151.8879895506,0.027818999999999997,808995.0705046039,82156.81748494669
2018-12-04,方案A_传统规则,B,2018,2016,2,19,17,0.0031162407045626033,893928.9317768514,0.002073,810672.1172857599,83256.81449109153
2018-12-05,方案A_传统规则,B,2018,2016,2,19,17,-0.005413596316404668,889089.5614046566,-0.004806,806776.0270900845,82313.53431457211
2018-12-06,方案A_传统规则,B,2018,2016,2,19,17,-0.020116693558712668,871204.0191516288,-0.021627,789327.8819522074,81876.13719942141
2018-12-07,方案A_传统规则,B,2018,2016,2,19,17,0.0005052849130244776,871644.2253986724,-3.4e-05,789301.044804221,82343.18059445138
2018-12-10,方案A_传统规则,B,2018,2016,2,19,17,-0.004783590459091125,867474.6363983334,-0.011567000000000001,780171.1996189706,87303.43677936273
2018-12-11,方案A_传统规则,B,2018,2016,2,19,17,0.0024868795317872262,869631.9413159369,0.0047870000000000005,783905.8791515467,85726.06216439011
2018-12-12,方案A_传统规则,B,2018,2016,2,19,17,0.0039401511543915285,873058.4226134085,0.003416,786583.7016347285,86474.72097868007
2018-12-13,方案A_传统规则,B,2018,2016,2,19,17,0.011552275640456532,883144.2341616608,0.015481,798760.8039197358,84383.43024192494
2018-12-14,方案A_传统规则,B,2018,2016,2,19,17,-0.014126259821467743,870668.709250062,-0.016704,785418.3034510604,85250.40579900157
2018-12-17,方案A_传统规则,B,2018,2016,2,19,17,-0.0002116993392731127,870484.389259588,-0.001489,784248.8155972218,86235.57366236614
2018-12-18,方案A_传统规则,B,2018,2016,2,19,17,-0.00912263780186106,862543.2754641986,-0.010366,776119.2923747409,86423.98308945762
2018-12-19,方案A_传统规则,B,2018,2016,2,19,17,-0.008703203356978514,855036.3859336394,-0.011923,766865.622051757,88170.76388188242
2018-12-20,方案A_传统规则,B,2018,2016,2,19,17,-0.006767431857342684,849249.985456285,-0.00767,760983.76273062,88266.22272566496
2018-12-21,方案A_传统规则,B,2018,2016,2,19,17,-0.005368086713985228,844691.1378925049,-0.012395,751551.3689915739,93139.768900931
2018-12-24,方案A_传统规则,B,2018,2016,2,19,17,0.004208515406859651,848246.0335603633,0.002906,753735.3772698635,94510.65629049984
2018-12-25,方案A_传统规则,B,2018,2016,2,19,17,-0.0030669675064809313,845644.4905379324,-0.006885,748545.9091973605,97098.58134057187
2018-12-26,方案A_传统规则,B,2018,2016,2,19,17,-0.001908252384035835,844030.7874228166,-0.0050539999999999995,744762.7581722771,99268.02925053949
2018-12-27,方案A_传统规则,B,2018,2016,2,19,17,-0.01306829398830911,833000.7449575912,-0.00384,741902.8691808955,91097.87577669567
2018-12-28,方案A_传统规则,B,2018,2016,2,19,17,-0.0030049465388488432,830497.6222521723,0.006737,746901.0688105673,83596.55344160507
2019-01-02,方案A_传统规则,B,2019,2017,2,19,18,-0.027087519264572174,808001.5019102352,-0.013657999999999998,736699.8940127526,71301.60789748258
2019-01-03,方案A_传统规则,B,2019,2017,2,19,18,-0.00022072839105437744,807823.153038749,-0.00158,735535.9081802124,72287.24485853664
2019-01-04,方案A_传统规则,B,2019,2017,2,19,18,0.016255515278252877,820954.7346450968,0.023958,753157.8774683939,67796.85717670294
2019-01-07,方案A_传统规则,B,2019,2017,2,19,18,0.003633715986035334,823937.8509881881,0.00607,757729.5457846271,66208.30520356097
2019-01-08,方案A_传统规则,B,2019,2017,2,19,18,-0.003343777762672442,821182.7859242297,-0.0021609999999999997,756092.0922361865,65090.69368804316
2019-01-09,方案A_传统规则,B,2019,2017,2,19,18,0.010613968300670382,829898.7939830855,0.010097,763726.3540914953,66172.43989159027
2019-01-10,方案A_传统规则,B,2019,2017,2,19,18,-0.004283430627283671,826343.9800713926,-0.0018809999999999999,762289.7848194491,64054.19525194354
2019-01-11,方案A_传统规则,B,2019,2017,2,19,18,0.0072108236527240925,832302.6007881777,0.007189999999999999,767770.6483723009,64531.95241587679
2019-01-14,方案A_传统规则,B,2019,2017,2,19,18,-0.009247815322035446,824605.6200440389,-0.008722,761074.1527771977,63531.46726684121
2019-01-15,方案A_传统规则,B,2019,2017,2,19,18,0.013135156178569677,835436.9436490437,0.019625,776010.2330254503,59426.71062359342
2019-01-16,方案A_传统规则,B,2019,2017,2,19,18,-0.0025770836299400432,833283.9527777185,0.000211,776173.9711846187,57109.98159309989
2019-01-17,方案A_传统规则,B,2019,2017,2,19,18,-0.0018545554725682546,831738.5814628913,-0.005508999999999999,771898.0287773625,59840.55268552876
2019-01-18,方案A_传统规则,B,2019,2017,2,19,18,0.013436241081184512,842914.0215599491,0.018242,785978.9926183192,56935.02894162992
2019-01-21,方案A_传统规则,B,2019,2017,2,19,18,0.010024458440887563,851363.7781383182,0.005512,790311.3088256314,61052.46931268682
2019-01-22,方案A_传统规则,B,2019,2017,2,19,18,-0.01112409732304298,841893.124612994,-0.013284,779812.8133991917,62080.31121380231
2019-01-23,方案A_传统规则,B,2019,2017,2,19,18,0.0016893136684675786,843315.3461757916,-0.0007199999999999999,779251.3481735443,64063.9980022473
2019-01-24,方案A_传统规则,B,2019,2017,2,19,18,0.003208988060507783,846021.5350529127,0.005644,783649.4427826357,62372.092270276975
2019-01-25,方案A_传统规则,B,2019,2017,2,19,18,0.010852792566523063,855203.2312796534,0.008132,790022.0800513441,65181.15122830926
2019-01-28,方案A_传统规则,B,2019,2017,2,19,18,0.0024604005158858078,857307.3737510812,-0.00021700000000000002,789850.6452599729,67456.72849110828
2019-01-29,方案A_传统规则,B,2019,2017,2,19,18,0.0036792604412067,860461.6308572785,0.003201,792378.9571754502,68082.67368182831
2019-01-30,方案A_传统规则,B,2019,2017,2,19,18,-0.006273304271722822,855063.693232768,-0.007980000000000001,786055.7730971901,69007.92013557791
2019-01-31,方案A_传统规则,B,2019,2017,2,19,18,0.0120100815340543,865333.0779053031,0.010462,794279.488595333,71053.58930997015
2019-02-01,方案A_传统规则,B,2019,2017,2,19,18,0.011892945871593045,875624.4373617299,0.014294,805632.9196053147,69991.51775641518
2019-02-11,方案A_传统规则,B,2019,2017,2,19,18,0.00739840393300419,882102.6606429415,0.018192,820288.9936787746,61813.666964166914
2019-02-12,方案A_传统规则,B,2019,2017,2,19,18,0.010987021652716854,891794.3416753446,0.007217,826209.0193461543,65585.32232919033
2019-02-13,方案A_传统规则,B,2019,2017,2,19,18,0.01807643893828846,907914.80763815,0.020026000000000002,842754.6811675804,65160.12647056964
2019-02-14,方案A_传统规则,B,2019,2017,2,19,18,-0.0044972726921402185,903831.6671669693,0.001505,844023.0269627378,59808.64020423149
2019-02-15,方案A_传统规则,B,2019,2017,2,19,18,-0.01830011539813683,887291.4433573234,-0.018646,828285.3736019905,59006.069755332894
2019-02-18,方案A_传统规则,B,2019,2017,2,19,18,0.030299973833854816,914176.3508740535,0.03206,854840.2026796703,59336.14819438325
2019-02-19,方案A_传统规则,B,2019,2017,2,19,18,0.0012344756847523415,915304.8793507833,-0.001781,853317.7322786978,61987.14707208553
2019-02-20,方案A_传统规则,B,2019,2017,2,19,18,0.009426781854123323,923933.2587784379,0.003582,856374.31639572,67558.94238271785
2019-02-21,方案A_传统规则,B,2019,2017,2,19,18,-0.005469414683468337,918879.8846463304,-0.002671,854086.9405966271,64792.94404970331
2019-02-22,方案A_传统规则,B,2019,2017,2,19,18,0.014914112545671852,932584.1626618997,0.022486000000000003,873291.9395428827,59292.22311901697
2019-02-25,方案A_传统规则,B,2019,2017,2,19,18,0.062313230883913606,990696.4949085319,0.059477,925232.7242310748,65463.7706774571
2019-02-26,方案A_传统规则,B,2019,2017,2,19,18,-0.010780112215956102,980016.6755214635,-0.01201,914120.6792130596,65895.9963084039
2019-02-27,方案A_传统规则,B,2019,2017,2,19,18,-2.8720111953755507e-05,979988.529332826,-0.0017100000000000001,912557.5328516053,67430.9964812207
2019-02-28,方案A_传统规则,B,2019,2017,2,19,18,-0.006564459957824219,973555.4338728937,-0.002453,910319.0292235204,63236.40464937326
2019-03-01,方案A_传统规则,B,2019,2017,2,19,18,0.01815609181147528,991231.3957138507,0.021896,930251.3746873984,60980.021026452305
2019-03-04,方案A_传统规则,B,2019,2017,2,19,18,0.011361458126352062,1002493.2297097793,0.011838,941263.6904609479,61229.53924883134
2019-03-05,方案A_传统规则,B,2019,2017,2,19,18,0.0027252390127126113,1005225.2633693645,0.005775,946699.4882733601,58525.77509600448
2019-03-06,方案A_传统规则,B,2019,2017,2,19,18,0.005170832223507671,1010423.1145530788,0.008406,954657.4441717857,55765.67038129305
2019-03-07,方案A_传统规则,B,2019,2017,2,19,18,-0.01833530313902871,991896.7004490665,-0.010197000000000001,944922.802213566,46973.89823550044
2019-03-08,方案A_传统规则,B,2019,2017,2,19,18,-0.034297821772047536,957876.8042007823,-0.039716,907394.2482008521,50482.55599993025
2019-03-11,方案A_传统规则,B,2019,2017,2,19,18,0.010213889234253907,967660.4517789502,0.019788,925349.7655842506,42310.68619469961
2019-03-12,方案A_传统规则,B,2019,2017,2,19,18,0.007876709903747855,975282.4324429425,0.006808999999999999,931650.4721381137,43631.960304828826
2019-03-13,方案A_传统规则,B,2019,2017,2,19,18,-0.0026976149890150327,972651.4959346615,-0.008297,923920.5681707837,48730.927763877786
2019-03-14,方案A_传统规则,B,2019,2017,2,19,18,-0.005331500145843857,967465.8043422307,-0.006903,917542.7444887008,49923.05985352991
2019-03-15,方案A_传统规则,B,2019,2017,2,19,18,0.01019832167706928,977332.3318264774,0.012578,929083.5971288796,48248.7346975978
2019-03-18,方案A_传统规则,B,2019,2017,2,19,18,0.022798254983145874,999613.80353073,0.028502999999999997,955565.266897844,44048.53663288592
2019-03-19,方案A_传统规则,B,2019,2017,2,19,18,-0.0031877085276618266,996427.3260848466,-0.004617,951153.4220605767,45273.9040242699
2019-03-20,方案A_传统规则,B,2019,2017,2,19,18,-0.0008207068539928129,995609.551348823,0.000385,951519.6161280702,44089.93522075284
2019-03-21,方案A_传统规则,B,2019,2017,2,19,18,0.004161717215350814,999752.996758439,0.000378,951879.2905429665,47873.70621547254
2019-03-22,方案A_传统规则,B,2019,2017,2,19,18,-0.006006033425451325,993748.4468427127,-0.000805,951113.0277140795,42635.41912863322
2019-03-25,方案A_传统规则,B,2019,2017,2,19,18,-0.029474333553311385,964458.3736523854,-0.02373,928543.1155664243,35915.258085961104
2019-03-26,方案A_传统规则,B,2019,2017,2,19,18,-0.01145609519347106,953409.4467136834,-0.011325,918027.3647826345,35382.08193104889
2019-03-27,方案A_传统规则,B,2019,2017,2,19,18,0.0084423429568432,961458.4562411344,0.011606,928681.9903783018,32776.465862832614
2019-03-28,方案A_传统规则,B,2019,2017,2,19,18,-0.008934414033224881,952868.3883173309,-0.004005,924962.6190068367,27905.769310494186
2019-03-29,方案A_传统规则,B,2019,2017,2,19,18,0.03304423288969587,984355.1932541179,0.038607999999999996,960673.5758014525,23681.61745266535
2019-04-01,方案A_传统规则,B,2019,2017,2,19,18,0.01920402261622931,1003258.7726477727,0.026234,985875.8863890279,17382.88625874475
2019-04-02,方案A_传统规则,B,2019,2017,2,19,18,-0.0036613648787967947,999585.4762132554,-0.000665,985220.2789245792,14365.197288676281
2019-04-03,方案A_传统规则,B,2019,2017,2,19,18,0.010705453278878155,1010286.4918271017,0.012809999999999998,997840.950697603,12445.541129498626
2019-04-04,方案A_传统规则,B,2019,2017,2,19,18,0.015310253112772145,1025754.2337333893,0.009963,1007782.4400894031,17971.793643986224
2019-04-08,方案A_传统规则,B,2019,2017,2,19,18,0.0018388091660862835,1027640.4000205301,-0.001231,1006541.859905653,21098.540114877047
2019-04-09,方案A_传统规则,B,2019,2017,2,19,18,-0.0037680116243748946,1023768.2390475755,0.004486,1011057.2066891899,12711.032358385623
2019-04-10,方案A_传统规则,B,2019,2017,2,19,18,0.003264436233910675,1027110.2651822494,0.002556,1013641.4689094875,13468.796272761887
2019-04-11,方案A_传统规则,B,2019,2017,2,19,18,-0.017672581911648253,1008958.5748885213,-0.021604,991742.7586151669,17215.81627335446
2019-04-12,方案A_传统规则,B,2019,2017,2,19,18,-0.00368429069757143,1005241.2781968246,-0.002242,989519.2713503517,15722.006846472854
2019-04-15,方案A_传统规则,B,2019,2017,2,19,18,-0.003364316027678418,1001859.3288529031,-0.0032819999999999998,986271.6691017799,15587.659751123167
2019-04-16,方案A_传统规则,B,2019,2017,2,19,18,0.02288524264055421,1024787.1226854045,0.027736,1013626.9001159868,11160.222569417674
2019-04-17,方案A_传统规则,B,2019,2017,2,19,18,0.0015888364094633221,1026415.3417778763,0.00035499999999999996,1013986.7376655281,12428.60411234817
2019-04-18,方案A_传统规则,B,2019,2017,2,19,18,-0.003509451986616113,1022813.1864175806,-0.0037099999999999998,1010224.8468687889,12588.339548791642
2019-04-19,方案A_传统规则,B,2019,2017,2,19,18,0.008647522433338748,1031657.9863922412,0.011918,1022264.7065937711,9393.279798470088
2019-04-22,方案A_传统规则,B,2019,2017,2,19,18,-0.023148187147668545,1007776.9742508468,-0.023054,998697.4160479583,9079.558202888467
2019-04-23,方案A_传统规则,B,2019,2017,2,19,18,-0.0020762169468430064,1005684.610618269,-0.0016409999999999999,997058.5535882236,8626.057030045311
2019-04-24,方案A_传统规则,B,2019,2017,2,19,18,0.0018756178644822165,1007570.8906399795,0.002758,999808.44107902,7762.449560959474
2019-04-25,方案A_传统规则,B,2019,2017,2,19,18,-0.016620300589926702,990824.7595718829,-0.021903000000000002,977909.6367940662,12915.122777816723
2019-04-26,方案A_传统规则,B,2019,2017,2,19,18,-0.006797653560419626,984089.4761172272,-0.013329,964875.0792452381,19214.396871989127
2019-04-29,方案A_传统规则,B,2019,2017,2,19,18,0.008551364895474657,992504.7843173022,0.002843,967618.2190955322,24886.565221769968
2019-04-30,方案A_传统规则,B,2019,2017,2,19,18,7.142611059018305e-05,992575.675073788,0.003302,970813.2944549856,21762.38061880239
2019-05-06,方案A_传统规则,B,2019,2017,2,19,18,-0.047774350074419124,945156.01729746,-0.058415999999999996,914102.2650461032,31053.75225135684
2019-05-07,方案A_传统规则,B,2019,2017,2,19,18,0.006032772891277843,950857.9288966403,0.009784000000000001,923045.8416073143,27812.08728932601
2019-05-08,方案A_传统规则,B,2019,2017,2,19,18,-0.011225852434682203,940183.738100499,-0.014301,909845.3630264881,30338.375074010924
2019-05-09,方案A_传统规则,B,2019,2017,2,19,18,-0.015592213684184933,925524.1923536402,-0.018475,893035.9699445737,32488.22240906651
2019-05-10,方案A_传统规则,B,2019,2017,2,19,18,0.026543321998709863,950090.6790088788,0.036323,925473.7154808706,24616.9635280082
2019-05-13,方案A_传统规则,B,2019,2017,2,19,18,-0.019103052180210287,931941.0471918408,-0.016546,910160.827384524,21780.219807316782
2019-05-14,方案A_传统规则,B,2019,2017,2,19,18,-0.0043378342174907325,927898.441428648,-0.006425999999999999,904312.1339077511,23586.307520896895
2019-05-15,方案A_传统规则,B,2019,2017,2,19,18,0.009916934723182287,937100.3497020383,0.022480000000000003,924641.0706779974,12459.279024040909
2019-05-16,方案A_传统规则,B,2019,2017,2,19,18,0.0026850252558428913,939616.4878082474,0.004527,928826.9208049567,10789.567003290751
2019-05-17,方案A_传统规则,B,2019,2017,2,19,18,-0.020054737986853297,920772.7253371257,-0.025428000000000003,905208.7098627281,15564.015474397573
2019-05-20,方案A_传统规则,B,2019,2017,2,19,18,-0.008773814093605274,912694.0366225556,-0.008487,897526.2035421232,15167.833080432378
2019-05-21,方案A_传统规则,B,2019,2017,2,19,18,0.01437924587523849,925817.8885840153,0.013540000000000002,909678.7083380836,16139.180245931726
2019-05-22,方案A_传统规则,B,2019,2017,2,19,18,-0.0014956303399135179,924433.2072606144,-0.004744,905363.1925457277,19070.014714886667
2019-05-23,方案A_传统规则,B,2019,2017,2,19,18,-0.01110813338380288,914164.4798899468,-0.017925,889134.5573193455,25029.922570601222
2019-05-24,方案A_传统规则,B,2019,2017,2,19,18,0.0012788325674710282,915333.5431988552,0.0027760000000000003,891602.7948504639,23730.748348391382
2019-05-27,方案A_传统规则,B,2019,2017,2,19,18,0.012144318052349822,926449.6448714463,0.012043,902340.3673088481,24109.277562598232
2019-05-28,方案A_传统规则,B,2019,2017,2,19,18,0.0104908336455527,936168.873976774,0.00964,911038.9284497055,25129.945527068572
2019-05-29,方案A_传统规则,B,2019,2017,2,19,18,0.005098286112219007,940941.7307456617,-0.002274,908967.2259264109,31974.504819250782
2019-05-30,方案A_传统规则,B,2019,2017,2,19,18,-0.005708189158019313,935570.6573598913,-0.006202999999999999,903328.9022239895,32241.755135901854
2019-05-31,方案A_传统规则,B,2019,2017,2,19,18,-0.005326861899112387,930587.0016712734,-0.0031290000000000003,900502.3860889305,30084.61558234284
2019-06-03,方案A_传统规则,B,2019,2017,2,19,18,0.0052409922862972635,935464.200968761,0.000613,901054.394051603,34409.806917157955
2019-06-04,方案A_传统规则,B,2019,2017,2,19,18,-0.0075747045063055225,928378.3360701954,-0.009236,892732.2556681425,35646.08040205296
2019-06-05,方案A_传统规则,B,2019,2017,2,19,18,-3.4402617555366145e-05,928346.397425353,-0.000378,892394.8028754999,35951.594549853005
2019-06-06,方案A_传统规则,B,2019,2017,2,19,18,-0.005413417491878119,923320.8707990085,-0.009015,884349.8637275773,38971.00707143126
2019-06-10,方案A_传统规则,B,2019,2017,2,19,18,0.006113805808398006,928965.8753019146,0.012923,895778.3170165288,33187.558285385836
2019-06-11,方案A_传统规则,B,2019,2017,2,19,18,0.02438796208237158,951621.4598445948,0.030057999999999998,922703.6216694115,28917.83817518328
2019-06-12,方案A_传统规则,B,2019,2017,2,19,18,-0.001742652126077086,949963.114684376,-0.007577,915712.2963280224,34250.81835635367
2019-06-13,方案A_传统规则,B,2019,2017,2,19,18,-0.0016740837599894531,948372.796861494,-0.001545,914297.5208301956,34075.27603129833
2019-06-14,方案A_传统规则,B,2019,2017,2,19,18,-0.004064281811174476,944518.3425529972,-0.00828,906727.1373577217,37791.205195275485
2019-06-17,方案A_传统规则,B,2019,2017,2,19,18,0.005015156140962324,949255.2495189034,-1.5e-05,906713.5364506614,42541.71306824207
2019-06-18,方案A_传统规则,B,2019,2017,2,19,18,0.0011307257534733815,950328.5968761543,0.0034999999999999996,909887.0338282386,40441.5630479157
2019-06-19,方案A_传统规则,B,2019,2017,2,19,18,0.00874684633971251,958640.9750852645,0.013175,921874.7954989256,36766.17958633893
2019-06-20,方案A_传统规则,B,2019,2017,2,19,18,0.022289525506862324,980008.6275513509,0.030297,949804.8361781565,30203.79137319431
2019-06-21,方案A_传统规则,B,2019,2017,2,19,18,0.003057870694287374,983005.367213689,0.001416,951149.7598261848,31855.60738750419
2019-06-24,方案A_传统规则,B,2019,2017,2,19,18,0.0022265201605472457,985194.0484817163,0.001911,952967.4070172127,32226.6414645036
2019-06-25,方案A_传统规则,B,2019,2017,2,19,18,-0.0056849590004009465,979593.2607086588,-0.010402,943054.6400494196,36538.62065923924
2019-06-26,方案A_传统规则,B,2019,2017,2,19,18,0.001481560756458833,981044.5876410163,-0.0018360000000000002,941323.191730289,39721.395910727326
2019-06-27,方案A_传统规则,B,2019,2017,2,19,18,0.006857660527649874,987772.2583855466,0.010669999999999999,951367.1101860511,36405.14819949551
2019-06-28,方案A_传统规则,B,2019,2017,2,19,18,-0.0010680867456189544,986717.2319286749,-0.002407,949077.1695518333,37640.06237684155
2019-07-01,方案A_传统规则,B,2019,2017,2,19,18,0.01904086035922821,1005505.176955873,0.028812,976421.9809609607,29083.195994912297
2019-07-02,方案A_传统规则,B,2019,2017,2,19,18,-2.1017814708238863e-05,1005484.0434343757,0.00034500000000000004,976758.8465443924,28725.196889983257
2019-07-03,方案A_传统规则,B,2019,2017,2,19,18,-0.0027509693714527126,1002717.9876274032,-0.011083,965933.4282481408,36784.559379262384
2019-07-04,方案A_传统规则,B,2019,2017,2,19,18,-0.0037350965145939103,998972.7391666955,-0.005248,960864.2096166946,38108.52955000091
2019-07-05,方案A_传统规则,B,2019,2017,2,19,18,0.0027796815561322544,1001749.5652648361,0.00519,965851.0948646053,35898.470400230726
2019-07-08,方案A_传统规则,B,2019,2017,2,19,18,-0.02188984128258044,979821.4262762949,-0.023222999999999997,943421.1348885646,36400.29138773028
2019-07-09,方案A_传统规则,B,2019,2017,2,19,18,-0.0028881370651510207,976991.5676978371,-0.00254,941024.8452059476,35966.72249188949
2019-07-10,方案A_传统规则,B,2019,2017,2,19,18,-0.003480723621977519,973590.9300696785,-0.001685,939439.2183417756,34151.711727902875
2019-07-11,方案A_传统规则,B,2019,2017,2,19,18,0.006617221991516104,980033.3973828763,-0.000401,939062.5032152205,40970.89416765573
2019-07-12,方案A_传统规则,B,2019,2017,2,19,18,0.005890505110489275,985806.2891186103,0.0062109999999999995,944895.0204226902,40911.268695920124
2019-07-15,方案A_传统规则,B,2019,2017,2,19,18,0.0016421951322183048,987425.1754079111,0.004058,948729.4044155654,38695.77099234564
2019-07-16,方案A_传统规则,B,2019,2017,2,19,18,-0.002078793493033847,985372.5223784153,-0.004535,944426.9165665408,40945.6058118745
2019-07-17,方案A_传统规则,B,2019,2017,2,19,18,-0.0013856683092781591,984007.1229013221,-0.00058,943879.1489549323,40127.97394638974
2019-07-18,方案A_传统规则,B,2019,2017,2,19,18,-0.0051643285179081445,978925.3868546981,-0.009524,934889.6439402855,44035.74291441252
2019-07-19,方案A_传统规则,B,2019,2017,2,19,18,0.006273846072315681,985067.0140481066,0.010496,944702.2456430828,40364.768405023846
2019-07-22,方案A_传统规则,B,2019,2017,2,19,18,-0.004213358079309189,980916.573985806,-0.006899,938184.7448503912,42731.829135414795
2019-07-23,方案A_传统规则,B,2019,2017,2,19,18,0.0022183767131331114,983092.6164710624,0.002176,940226.2348551855,42866.38161587692
2019-07-24,方案A_传统规则,B,2019,2017,2,19,18,0.010393881930279562,993310.7650531923,0.007894,947648.3807531324,45662.38430005987
2019-07-25,方案A_传统规则,B,2019,2017,2,19,18,0.0040694591288058645,997353.0026137793,0.008177,955397.3015625508,41955.70105122845
2019-07-26,方案A_传统规则,B,2019,2017,2,19,18,0.005030329954698222,1002370.0172982357,0.001948,957258.4155059948,45111.601792240865
