ts_code,ann_date,end_date,total_revenue_ps,revenue_ps,or_yoy,tr_yoy,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,roe,roe_dt,roe_yearly,roe_avg,roa,fixed_assets,total_fa_trun,debt_to_assets,assets_to_eqt,ocfps,ocf_to_or,ocf_to_profit,q_dtprofit,netprofit_margin,profit_dedt,netprofit_yoy,dt_netprofit_yoy,eps,bps,cfps,grossprofit_margin,update_flag,end_date_dt,ann_date_dt,year,trade_date,adj_close,close,total_share,total_mv,circ_mv,pe,pb,div_yield,hs300_close,hs300_pct_chg,cash_div_tax,stk_div,net_profit,operating_cash_flow,fixed_asset_delta,fcff,F1_profit_cagr,F2_gross_margin,F3_net_margin,F4_light_asset,F5_low_debt,F6_roe,F7_low_expense,F8_ocf_profit,F9_dividend_payout,F10_dividend_yield,F11_fcff_yield,future_fcff_1y,future_fcff_3y,fcff_growth_1y,fcff_growth_3y_ann,future_adj_close_1y,price_return_1y,history_year_count,F1_profit_cagr_pos,F1_profit_cagr_z,F2_gross_margin_pos,F2_gross_margin_z,F3_net_margin_pos,F3_net_margin_z,F4_light_asset_pos,F4_light_asset_z,F5_low_debt_pos,F5_low_debt_z,F6_roe_pos,F6_roe_z,F7_low_expense_pos,F7_low_expense_z,F8_ocf_profit_pos,F8_ocf_profit_z,F9_dividend_payout_pos,F9_dividend_payout_z,F10_dividend_yield_pos,F10_dividend_yield_z,F11_fcff_yield_pos,F11_fcff_yield_z,value_equal_weight_score,target_fcff_growth_1y,target_fcff_growth_3y_ann,rule_profit_growth_positive,rule_net_margin_positive,rule_light_asset,rule_debt_control,rule_roe_quality,rule_expense_control,rule_cash_quality,rule_dividend_positive,rule_dividend_yield,rule_fcff_positive,traditional_rule_count,traditional_score,ml_score,group,scheme,score_col
600438.SH,20250430,20241231,20.4342,20.4342,-33.8665,-33.8665,2.0162,6.1499,2.1767,-12.7995,-12.8333,-12.7995,-12.81,-3.7566,107374898425.66,0.9655,70.4369,3.3826,0.2541,0.0124,,-3019704559.93,-8.8144,-7057321013.59,-151.8551,-151.84,-1.579,10.3268,0.0206,6.3886,0,2024-12-31,2025-04-30,2024,2024-12-31,22.11,22.11,450198.3851,9953886.2946,9953886.2946,-14.002533248891703,2.1410311035364296,0.0,3934.9109,-1.604,,,-7057321013.59,1143954096.5391,24185333250.949997,-23041379154.410896,-1.518551,6.3886,-8.8144,0.6827825646731119,70.4369,-12.81,10.3428,,0.0,0.0,-0.23148123730236786,,,,,,,11,-1.518551,-1.7306649442716653,6.3886,-1.012114611358286,-8.8144,-1.3585917586407847,-0.6827825646731119,-2.8790188320513783,-70.4369,-0.4291437881687189,-12.81,-1.300871301685189,-10.3428,0.4399811180203413,,-0.02844623629871055,0.0,-1.5485611322360702,0.0,-1.8887694957648216,-0.23148123730236786,-2.4498279604220112,-1.2896389948070268,,,False,False,False,True,False,True,False,False,False,False,2,1.9871036100519297,-2.3018749543586656,C,方案A_传统规则,traditional_score
600489.SH,20250430,20241231,13.5242,13.5242,7.0066,7.0066,0.1274,4.1893,0.5181,12.705,13.2525,12.705,12.71,10.0964,17001979843.07,3.9198,41.4573,1.7082,1.6277,0.1204,145.7231,913589793.85,6.4122,3531910843.6,13.7056,18.25,0.7,5.6511,0.5524,15.2495,1,2024-12-31,2025-04-30,2024,,,,,,,,,,,,0.388,0.0,3531910843.6,,554904636.6299992,,0.2786656050485026,15.2495,6.4122,,41.4573,12.71,4.8347999999999995,145.7231,0.5542857142857144,,,,,,,,,11,0.2786656050485026,0.42039936805955386,15.2495,-0.4658866601906323,6.4122,-0.40170310646914187,,0.26770120420240306,-41.4573,0.8205789291742728,12.71,0.47469106164740765,-4.8347999999999995,0.7903571605406491,145.7231,0.011679575072139755,0.5542857142857144,0.8116784840268704,,-0.03447090234658212,,-0.12287706239691716,0.23383164102909298,,,True,True,False,True,True,True,True,True,False,False,7,7.002338316410291,-0.5703201105699344,A,方案A_传统规则,traditional_score
600518.SH,20250419,20241231,0.3743,0.3743,6.4653,6.4653,8.0359,11.4517,0.0999,0.1206,-7.501,0.1206,-7.5601,0.2764,6123976391.5,0.8245,47.7539,1.914,-0.0308,-0.0824,,-353861792.12,0.2328,-533384001.89,-91.6372,29.1522,0.0006,0.5175,-0.0081,14.7807,1,2024-12-31,2025-04-19,2024,,,,,,,,,,,,,,-533384001.89,,0.0,,-0.9163720000000001,14.7807,0.2328,,47.7539,-7.5601,19.587500000000002,,0.0,,,,,,,,,11,-0.9163720000000001,-1.009925021829015,14.7807,-0.4947857182442607,0.2328,-0.7900365320027116,,0.26770120420240306,-47.7539,0.5490429500019622,-7.5601,-0.9356077887047892,-19.587500000000002,-0.14809466271449706,,-0.02844623629871055,0.0,-1.5485611322360702,,-0.03447090234658212,,-0.12287706239691716,-0.39055099114265346,,,False,True,False,True,False,True,False,False,False,False,3,2.9960944900885735,-0.5390019639158453,C,方案A_传统规则,traditional_score
600519.SH,20250403,20241231,138.6279,136.0448,15.712,15.664,3.2383,5.4748,-0.8443,38.4283,38.434,38.4283,36.02,41.346,24028691852.02,7.5584,19.0448,1.2353,73.606,0.541,77.2536,25462264522.66,52.2734,86240905977.42,15.38,15.37,68.64,185.5647,15.6105,91.9312,1,2024-12-31,2025-04-03,2024,2024-12-31,1524.0,1524.0,125619.78,191444544.72,191444544.72,22.202797202797203,8.212768915639668,0.01815813648293963,3934.9109,-1.604,51.555,0.0,86240905977.42,92463695266.79999,1977807950.2700005,90485887316.52998,0.17930970802426116,91.9312,52.2734,0.08344576380511871,19.0448,36.02,7.8688,77.2536,0.7510926573426573,0.01815813648293963,0.04726480320913371,,,,,,,11,0.17930970802426116,0.30148163510063014,91.9312,3.265103516959708,52.2734,2.4803626110892205,-0.08344576380511871,0.5666525033918943,-19.0448,1.7871005651682066,36.02,2.0964919507258886,-7.8688,0.5973577209969646,77.2536,-0.2264457058923966,0.7510926573426573,1.6497147743130067,0.01815813648293963,-0.22606439763434466,0.04726480320913371,-0.4238613877904401,1.0788994351298486,,,True,True,True,True,True,True,True,True,False,True,9,9.010788994351298,0.40727205495180463,A,方案A_传统规则,traditional_score
600547.SH,20250328,20241231,18.4462,18.4462,39.2115,39.2115,0.2237,4.3936,2.7729,8.328,8.4407,8.328,10.85,5.1254,61563552201.19,1.4749,63.5441,2.743,2.982,0.1617,232.2251,897978856.76,5.3796,2991496941.24,26.7984,35.15,0.57,5.5564,0.3529,16.5006,1,2024-12-31,2025-03-28,2024,,,,,,,,,,,,0.22799999999999998,0.0,2991496941.24,,11233284163.740005,,0.267984,16.5006,5.3796,,63.5441,10.85,7.3902,232.2251,0.4,,,,,,,,,11,0.267984,0.40761469905877373,16.5006,-0.3887629154574956,5.3796,-0.4665950207659934,,0.26770120420240306,-63.5441,-0.1318971475628525,10.85,0.34528095209416976,-7.3902,0.6278025238201708,232.2251,0.31251882545361376,0.4,0.1547045702217218,,-0.03447090234658212,,-0.12287706239691716,0.08827452057463746,,,True,True,False,True,True,True,True,True,False,False,7,7.000882745205747,-0.4328401451965978,B,方案A_传统规则,traditional_score
600549.SH,20250426,20241231,22.1685,22.1685,-10.6641,-10.6641,1.1714,7.0021,0.8629,12.7454,11.204,12.7454,12.62,8.3975,14574140887.54,2.5658,46.4386,1.867,1.9517,0.088,94.7137,290880235.71,7.687,1518955307.45,7.8812,8.49,1.2094,10.0164,1.5256,18.0302,1,2024-12-31,2025-04-26,2024,,,,,,,,,,,,0.42,0.0,1518955307.45,,1713325518.7400017,,0.13823485221064358,18.0302,7.687,,46.4386,12.62,9.0364,94.7137,0.34727964279808166,,,,,,,,,11,0.13823485221064358,0.25231969422682055,18.0302,-0.2944711082927556,7.687,-0.3215905630393276,,0.26770120420240306,-46.4386,0.6057642398100078,12.62,0.46842928215289603,-9.0364,0.5230841067546423,94.7137,-0.16572244636561606,0.34727964279808166,-0.0697873703866562,,-0.03447090234658212,,-0.12287706239691716,0.10076173402899227,,,True,True,False,True,True,True,True,True,False,False,7,7.0010076173402895,-0.849028416552759,A,方案A_传统规则,traditional_score
600570.SH,20250329,20241231,3.4744,3.4744,-9.6155,-9.6155,8.2533,51.1015,0.2527,12.4978,9.9948,12.4978,9.98,7.3868,2247896297.9,3.0867,36.1315,1.5657,0.4582,0.1319,81.7092,567010790.11,15.809,834330463.25,-26.7535,-42.39,0.55,4.5753,-0.076,72.021,1,2024-12-31,2025-03-29,2024,,,,,,,,,,,,0.1,0.0,834330463.25,,231614759.31000018,,-0.04119894104077737,72.021,15.809,,36.1315,9.98,59.607499999999995,81.7092,0.18181818181818182,,,,,,,,,11,-0.04119894104077737,0.03755780742635144,72.021,3.0337781740490564,15.809,0.1888221116837284,,0.26770120420240306,-36.1315,1.0502499131776855,9.98,0.2847504169805586,-59.607499999999995,-2.6938552330962535,81.7092,-0.21094988655874314,0.18181818181818182,-0.7743494493007103,,-0.03447090234658212,,-0.12287706239691716,0.09330519034732516,,,False,True,False,True,True,False,True,True,False,False,5,5.000933051903473,7.37647435265942,C,方案A_传统规则,traditional_score
600583.SH,20250318,20241231,6.7749,6.7749,-2.5937,-2.5937,0.115,5.3012,-0.4876,8.4659,7.0844,8.4659,7.08,5.625,13040171200.0,2.2758,41.3754,1.7058,0.8708,0.1285,146.0317,503472500.0,7.2987,1808686100.0,33.3779,46.2,0.49,5.9408,0.0035,12.284,1,2024-12-31,2025-03-18,2024,,,,,,,,,,,,0.201,0.0,1808686100.0,,0.0,,5.34299148165304,12.284,7.2987,,41.3754,7.08,4.9286,146.0317,0.4102040816326531,,,,,,,,,11,5.34299148165304,4.435253777989343,12.284,-0.6486941615942906,7.2987,-0.3459925873676904,,0.26770120420240306,-41.3754,0.8241108029941456,7.08,0.0829819666018544,-4.9286,0.7843903354156664,146.0317,0.012752833409146144,0.4102040816326531,0.1981552258966655,,-0.03447090234658212,,-0.12287706239691716,0.4957555848003404,,,True,True,False,True,False,True,True,True,False,False,6,6.004957555848003,-3.2048628631923752,B,方案A_传统规则,traditional_score
600585.SH,20250325,20241231,17.1777,17.1777,-35.5119,-35.5119,3.752,7.9128,-1.2859,4.1237,3.9461,4.1237,3.96,3.4848,98650371080.0,0.9331,21.3081,1.2708,3.5,0.203,190.2198,2485649601.0,8.4184,7364704000.0,-26.1944,-26.06,1.46,35.4651,0.8992,21.7045,1,2024-12-31,2025-03-25,2024,,,,,,,,,,,,0.71,0.0,7364704000.0,,2188446110.0,,-0.383135729222311,21.7045,8.4184,,21.3081,3.96,10.3789,190.2198,0.4863013698630137,,,,,,,,,11,-0.383135729222311,-0.37170172203955076,21.7045,-0.06796980921757029,8.4184,-0.2756270281596867,,0.26770120420240306,-21.3081,1.6894975124634628,3.96,-0.13409305587454454,-10.3789,0.437684717305929,190.2198,0.16643153308986575,0.4863013698630137,0.5221899786287111,,-0.03447090234658212,,-0.12287706239691716,0.1887968514232291,,,False,True,False,True,False,True,True,True,False,False,5,5.001887968514232,0.18760604388367103,B,方案A_传统规则,traditional_score
600588.SH,20250329,20241231,2.6786,2.6786,-6.5673,-6.5673,28.6443,36.5182,1.2554,-22.4067,-22.1557,-22.4067,-23.05,-7.9104,2877954115.0,3.3303,59.4339,2.4651,-0.0801,-0.0299,,-553878662.0,-22.6144,-2038213700.0,-113.1288,-84.64,-0.62,2.4134,-0.3208,47.5367,1,2024-12-31,2025-03-29,2024,,,,,,,,,,,,,,-2038213700.0,,259291963.0,,-1.131288,47.5367,-22.6144,,59.4339,-23.05,66.41789999999999,,0.0,,,,,,,,,11,-1.131288,-1.2671550832753369,47.5367,1.5244496606052544,-22.6144,-2.2258282658038206,,0.26770120420240306,-59.4339,0.045352031612262526,-23.05,-2.013322657505165,-66.41789999999999,-3.0467902271472456,,-0.02844623629871055,0.0,-1.5485611322360702,,-0.03447090234658212,,-0.12287706239691716,-0.7681771518718116,,,False,False,False,True,False,False,False,False,False,False,1,0.9923182284812819,7.826805853515855,C,方案A_传统规则,traditional_score
600606.SH,20250429,20241231,17.1413,17.1222,-33.2011,-33.1391,1.2621,3.5292,3.5776,-21.546,-18.9606,-21.546,-21.55,-0.6693,62386978007.96,3.7363,89.1626,9.2273,-0.2374,-0.0139,,-14092477561.91,-8.2018,-13685858728.36,-62.7457,-33.68,-1.11,4.5553,-0.4624,9.0806,1,2024-12-31,2025-04-29,2024,,,,,,,,,,,,,,-13685858728.36,,0.0,,-0.627457,9.0806,-8.2018,,89.1626,-21.55,8.3689,,0.0,,,,,,,,,11,-0.627457,-0.6641265554385922,9.0806,-0.8461669486441911,-8.2018,-1.320093998909765,,0.26770120420240306,-89.1626,-1.2366750407791642,-21.55,-1.908959665929973,-8.3689,0.565545255698416,,-0.02844623629871055,0.0,-1.5485611322360702,,-0.03447090234658212,,-0.12287706239691716,-0.625193734825377,,,False,False,False,False,False,True,False,False,False,False,1,0.9937480626517462,-0.6409206971170064,C,方案A_传统规则,traditional_score
600637.SH,20250419,20241231,2.2898,2.2898,-3.4544,-3.4544,9.308,14.1071,-1.7148,2.2451,0.8841,2.2451,0.8848,1.797,9007807910.44,0.938,20.3075,1.2548,0.2988,0.1305,105.5102,-264830206.98,8.8314,263318942.68,11.106,-19.68,0.1989,8.9028,-1.5902,28.0591,1,2024-12-31,2025-04-19,2024,,,,,,,,,,,,0.18,0.0,263318942.68,,1602533770.1100006,,-0.0942726444865084,28.0591,8.8314,,20.3075,0.8848,21.700300000000002,105.5102,0.9049773755656109,,,,,,,,,11,-0.0942726444865084,-0.025965392328572617,28.0591,0.3237579090153376,8.8314,-0.2496727761699524,,0.26770120420240306,-20.3075,1.7326476094618128,0.8848,-0.3480511036692311,-21.700300000000002,-0.282494536105366,105.5102,-0.1281740548053795,0.9049773755656109,2.304981181016853,,-0.03447090234658212,,-0.12287706239691716,0.31248927962494594,,,False,True,False,True,False,True,True,True,False,False,5,5.003124892796249,1.061192945144275,B,方案A_传统规则,traditional_score
600690.SH,20250328,20241231,30.4789,30.4789,4.2949,4.2949,11.7441,7.9902,0.3401,17.4433,16.5718,17.4433,16.81,8.6705,43444907867.57,7.2814,59.1922,2.4505,2.8289,0.0928,115.8494,3119574449.74,6.8451,17804732809.63,12.9213,12.52,2.02,11.869,-0.1814,27.797,1,2024-12-31,2025-03-28,2024,2024-12-31,28.470000000000002,28.47,938291.3334,26713154.2619,17806564.6175,14.094059405940595,2.3986856516977,0.033896733403582714,3934.9109,-1.604,0.96504,0.0,17804732809.63,26543323530.5526,8338870367.260002,18204453163.2926,0.1459561520582333,27.797,6.8451,0.15919606876007958,59.1922,16.81,20.074399999999997,115.8494,0.4777425742574257,0.033896733403582714,0.06814789816587459,,,,,,,11,0.1459561520582333,0.2615612138635204,27.797,0.3076008204576242,6.8451,-0.3744982742987884,-0.15919606876007958,0.13115337492792403,-59.1922,0.05577515618202205,16.81,0.7599499052862652,-20.074399999999997,-0.17906744686539322,115.8494,-0.09221607490267046,0.4777425742574257,0.4857452211053499,0.033896733403582714,1.2150881877072444,0.06814789816587459,-0.27208003068914616,0.20900109570672287,,,True,True,True,True,True,True,True,True,False,True,9,9.002090010957067,0.5920181052977037,A,方案A_传统规则,traditional_score
600703.SH,20250426,20241231,3.2283,3.2283,14.6098,14.6098,1.1236,9.8331,1.1178,0.6727,-1.3596,0.6727,-1.38,0.901,28031363537.73,0.5796,37.527,1.6007,0.5245,0.1625,681.3932,-159834053.49,1.5868,-511016467.08,-31.0218,53.05,0.05,7.3899,-0.1873,11.9041,0,2024-12-31,2025-04-26,2024,,,,,,,,,,,,0.02,0.0,-511016467.08,,487474253.829998,,-0.310218,11.9041,1.5868,,37.527,-1.38,12.0745,681.3932,0.39999999999999997,,,,,,,,,11,-0.310218,-0.28442747550424713,11.9041,-0.6721130015144559,1.5868,-0.7049468051404832,,0.26770120420240306,-37.527,0.9900700607279572,-1.38,-0.5056253058822273,-12.0745,0.3298238571575205,681.3932,1.8746491172303463,0.39999999999999997,0.15470457022172157,,-0.03447090234658212,,-0.12287706239691716,0.11749893243227598,,,False,True,False,True,False,True,True,True,False,False,5,5.001174989324323,-0.4850502775827806,C,方案A_传统规则,traditional_score
600745.SH,20250426,20241231,59.1363,59.1363,20.233,20.233,1.2953,6.6931,0.619,-7.9208,-9.064,-7.9208,-9.06,-1.7661,12718162237.03,5.3289,53.5318,2.152,3.6092,0.061,,-3313140054.98,-3.8832,-3241919653.14,-339.8331,-387.69,-2.28,26.3747,1.8772,9.7684,1,2024-12-31,2025-04-26,2024,,,,,,,,,,,,,,-3241919653.14,,0.0,,-3.398331,9.7684,-3.8832,,53.5318,-9.06,8.6074,,0.0,,,,,,,,,11,-3.398331,-3.980548270341232,9.7684,-0.8037676906892303,-3.8832,-1.0486992467478604,,0.26770120420240306,-53.5318,0.29987550502218113,-9.06,-1.0399638227472094,-8.6074,0.5503737440533373,,-0.02844623629871055,0.0,-1.5485611322360702,,-0.03447090234658212,,-0.12287706239691716,-0.6808530827750808,,,False,False,False,True,False,True,False,False,False,False,2,1.9931914691722492,-0.5776458352742121,C,方案A_传统规则,traditional_score
600795.SH,20250416,20241231,10.0463,10.0463,-1.0038,-1.0038,0.0088,1.5476,3.6562,18.7621,8.9045,18.7621,9.28,5.6504,383870280391.2,0.4816,73.4045,3.76,3.1196,0.3105,277.8575,10417104.85,9.2883,4665804333.92,75.285,-4.2,0.551,3.1417,-0.1877,14.2357,1,2024-12-31,2025-04-16,2024,,,,,,,,,,,,0.2,0.0,4665804333.92,,23650123292.410034,,0.75285,14.2357,9.2883,,73.4045,9.28,5.2126,277.8575,0.3629764065335753,,,,,,,,,11,0.75285,0.987944274210146,14.2357,-0.5283821061265719,9.2883,-0.22095970659583716,,0.26770120420240306,-73.4045,-0.5571192307554719,9.28,0.23604768757880232,-5.2126,0.766324468299514,277.8575,0.47122055499868293,0.3629764065335753,-0.0029479721110321506,,-0.03447090234658212,,-0.12287706239691716,0.11477101899610327,,,True,True,False,True,True,True,True,True,False,False,7,7.001147710189961,-2.984052982944733,A,方案A_传统规则,traditional_score
600809.SH,20250430,20241231,29.5181,29.5181,12.7864,12.7864,10.3478,4.4296,-0.0271,39.1204,39.1292,39.1204,39.68,33.8498,4893732884.34,9.3979,34.1913,1.5196,9.9776,0.338,73.5995,893974743.31,34.026,12245617493.36,17.2902,17.24,10.0354,28.4876,2.0574,76.2026,1,2024-12-31,2025-04-30,2024,2024-12-31,184.21000000000004,184.21,121996.4222,22472960.9335,22472960.9335,18.356019690296357,6.466322189303417,0.019542912979751366,3934.9109,-1.604,6.0600000000000005,0.0,12245617493.36,12172315021.4272,2123835637.83,10048479383.5972,0.3254132355417563,76.2026,34.026,0.09266335463046917,34.1913,39.68,14.7503,73.5995,0.6038623273611416,0.019542912979751366,0.044713642378197395,,,,,,,11,0.3254132355417563,0.4763509764286357,76.2026,3.265103516959708,34.026,1.3336371443640922,-0.09266335463046917,0.5136592808119407,-34.1913,1.1339195296040294,39.68,2.351137650169356,-14.7503,0.15961031057512415,73.5995,-0.23915404448363084,0.6038623273611416,1.02278384576536,0.019542912979751366,-0.09926311804359973,0.044713642378197395,-0.4424035940058166,0.8613983180132,,,True,True,True,True,True,True,True,True,False,True,9,9.008613983180132,0.860560665425435,A,方案A_传统规则,traditional_score
600887.SH,20250430,20241231,18.1875,18.1268,-8.2419,-8.2422,18.9863,4.608,-0.511,15.8413,11.2656,15.8413,11.24,6.2168,38227191868.35,2.9528,62.9141,2.6964,3.415,0.1884,213.5163,-2497595078.8,7.3347,6011274945.92,-18.9449,-40.04,1.33,8.3539,-2.8693,33.8793,1,2024-12-31,2025-04-30,2024,2024-12-31,30.179789016458763,30.18,636590.0705,19212288.3277,19117429.7327,22.691570689066737,3.61265864045042,0.04042440453558719,3934.9109,-1.604,1.22,0.0,6011274945.92,21739550907.575,0.0,21739550907.575,-0.08873146512126451,33.8793,7.3347,0.26658698648277485,62.9141,11.24,23.0833,213.5163,0.9172932330827067,0.04042440453558719,0.11315440689192255,,,,,,,11,-0.08873146512126451,-0.01933322949003673,33.8793,0.682542673699058,7.3347,-0.3437302312620477,-0.26658698648277485,-0.48625207447570723,-62.9141,-0.1047288874099833,11.24,0.37241532990371967,-23.0833,-0.3704702199843757,213.5163,0.24745279960985384,0.9172932330827067,2.357424125279919,0.04042440453558719,1.8128142858836962,0.11315440689192255,0.055033789699136484,0.3821062146775665,,,False,True,True,True,True,True,True,True,False,True,8,8.003821062146775,1.9483315239549983,A,方案A_传统规则,traditional_score
600893.SH,20250402,20241231,17.9621,17.9621,9.4796,9.4796,0.6128,5.3812,0.954,2.1689,1.9958,2.1689,2.0,1.4816,25091117156.48,1.9573,60.7384,2.547,-5.368,-0.2989,-1321.3753,109229627.46,2.0537,791633395.19,-39.4767,-35.2,0.32,14.9596,-0.2467,10.0585,1,2024-12-31,2025-04-02,2024,2024-03-29,33.80968957473533,33.96,266559.4238,9052358.0322,9050763.6782,563.4948262455889,2.274173969834486,0.0,3537.4843,0.4692,0.097,0.0,791633395.19,-14308909869.584002,1257443051.5299988,-15566352921.114,0.038843265089868906,10.0585,2.0537,0.2470455475695167,60.7384,2.0,6.9479999999999995,-1321.3753,0.303125,0.0,-0.1719590946993388,,,,,,,11,0.038843265089868906,0.1333592442727719,10.0585,-0.7858845491760954,2.0537,-0.6756053033148005,-0.2470455475695167,-0.3739056011418265,-60.7384,-0.010903516593162304,2.0,-0.27046069819946184,-6.9479999999999995,0.6559318422665179,-1321.3753,-3.9542829045649466,0.303125,-0.25780509209227487,0.0,-1.8887694957648216,-0.1719590946993388,-2.0172124117890586,-0.8586853169179235,,,True,True,True,True,False,True,False,True,False,False,6,5.991413146830821,-0.8254308695726226,B,方案A_传统规则,traditional_score
600900.SH,20250430,20241231,3.4531,3.4531,8.1239,8.1239,0.2227,2.9032,13.1745,15.7895,15.795,15.7895,15.71,8.7846,439593980664.63,0.19,60.7902,2.5504,2.4378,0.706,150.4551,4523270582.09,38.9744,32507551977.06,19.2756,18.17,1.3281,8.5943,-0.0533,59.1341,1,2024-12-31,2025-04-30,2024,2024-12-31,29.55,29.55,2446821.7716,72303583.3508,70941442.9664,22.249830585046308,3.4383254017197444,0.024805414551607445,3934.9109,-1.604,0.943,0.0,32507551977.06,59648621148.064804,0.0,59648621148.064804,0.10426630425962036,59.1341,38.9744,0.8196540548408249,60.7902,15.71,16.3004,150.4551,0.7100368948121376,0.024805414551607445,0.0824974619289112,,,,,,,11,0.10426630425962036,0.21166319737835868,59.1341,2.239368465791155,38.9744,1.6446105597297127,-0.8196540548408249,-3.447781473204444,-60.7902,-0.013137351316842653,15.71,0.6834170447977913,-16.3004,0.061005026713335984,150.4551,0.02813666661690328,0.7100368948121376,1.474892593796792,0.024805414551607445,0.38261387416128595,0.0824974619289112,-0.16778532407228955,0.28154575276288707,,,True,True,False,True,True,True,True,True,False,True,8,8.002815457527628,0.1622649180024845,A,方案A_传统规则,traditional_score
601006.SH,20250430,20241231,3.968,3.968,-7.8908,-7.8908,0.1722,0.7039,0.0184,6.1777,6.1753,6.1777,6.09,6.4016,90269486985.0,0.83,17.8965,1.218,0.4954,0.1248,69.4205,463766584.0,13.7675,9035894562.0,-24.2301,-24.44,0.51,8.1925,-0.3176,15.302,0,2024-12-31,2025-04-30,2024,,,,,,,,,,,,0.26924000000000003,0.0,9035894562.0,,708304268.0,,-0.09541530715308522,15.302,13.7675,,17.8965,6.09,0.8945,69.4205,0.527921568627451,,,,,,,,,11,-0.09541530715308522,-0.027333029861078207,15.302,-0.462650310899217,13.7675,0.06052766752624027,,0.26770120420240306,-17.8965,1.8366201098246182,6.09,0.014102392162227802,-0.8945,1.0410083443356324,69.4205,-0.253687896040175,0.527921568627451,0.6994156213410666,,-0.03447090234658212,,-0.12287706239691716,0.27439601253165624,,,False,True,False,True,False,True,True,True,False,False,5,5.002743960125317,-0.5686577890768928,B,方案A_传统规则,traditional_score
601088.SH,20250322,20241231,17.0307,17.0307,-1.3697,-1.3697,0.1451,3.8617,0.0381,14.0435,14.3916,14.0435,14.04,13.3121,284724000000.0,1.2039,23.4195,1.3058,4.7,0.2759,105.6427,14091000000.0,20.3517,60125000000.0,-1.7137,-4.4,2.953,21.4845,-2.1693,34.04,1,2024-12-31,2025-03-22,2024,2024-12-31,43.48,43.48,1986851.9955,86388324.7643,71703033.0283,14.724009481882831,2.0237845888896646,0.05197792088316467,3934.9109,-1.604,2.26,0.0,60125000000.0,93382043788.5,7317000000.0,86065043788.5,0.06314092203540644,34.04,20.3517,0.5108067695562263,23.4195,14.04,4.0449,105.6427,0.7653233999322723,0.05197792088316467,0.09962578163579161,,,,,,,11,0.06314092203540644,0.16244078212524576,34.04,0.6924489847682092,20.3517,0.474300030603259,-0.5108067695562263,-1.8903058633731296,-23.4195,1.5984450291511327,14.04,0.5672262475107442,-4.0449,0.8406044437626518,105.6427,-0.1277132423308061,0.7653233999322723,1.7103116137464982,0.05197792088316467,2.8707472158679823,0.09962578163579161,-0.0432942170136605,0.6232010022561935,,,True,True,False,True,True,True,True,True,False,True,8,8.006232010022561,0.4843438753054087,A,方案A_传统规则,traditional_score
601111.SH,20250328,20241231,9.5538,9.5538,18.1422,18.1422,4.1614,3.5498,4.0594,-0.5761,-6.166,-0.5761,-6.41,1.2545,146728597000.0,1.148,88.1582,8.4447,1.9799,0.2072,,-2972394000.0,-1.4698,-2539696000.0,77.3214,20.06,-0.01,2.5875,0.3452,5.105,1,2024-12-31,2025-03-28,2024,,,,,,,,,,,,,,-2539696000.0,,3028978000.0,,0.773214,5.105,-1.4698,,88.1582,-6.41,11.7706,,0.0,,,,,,,,,11,0.773214,1.0123176711247213,5.105,-1.09124181041468,-1.4698,-0.8970334071545799,,0.26770120420240306,-88.1582,-1.1933610717354473,-6.41,-0.8555892042977039,-11.7706,0.34915560721596667,,-0.02844623629871055,0.0,-1.5485611322360702,,-0.03447090234658212,,-0.12287706239691716,-0.3765823949397818,,,True,False,False,False,False,True,False,False,False,False,2,1.9962341760506022,-3.356306911286733,C,方案A_传统规则,traditional_score
601166.SH,20250328,20241231,10.2158,10.2158,0.6617,0.6617,,29.3098,,9.2013,9.1497,9.2013,9.83,,30731000000.0,6.894,91.4958,11.7589,-11.42,-1.1179,-272.0942,14210000000.0,36.5134,76772000000.0,0.1154,0.33,3.51,36.8776,-0.8989,,1,2024-12-31,2025-03-28,2024,2024-12-31,19.16,19.16,2077430.1721,39803562.0974,39803562.0974,5.458689458689459,0.5195565871965637,0.055323590814196244,3934.9109,-1.604,1.06,0.0,76772000000.0,-237242525653.82,0.0,-237242525653.82,-0.022538232661898028,,36.5134,0.003411307831558358,91.4958,9.83,29.3098,-272.0942,0.30199430199430205,0.055323590814196244,-0.5960334029232949,,,,,,,11,-0.022538232661898028,0.05989255757492589,,-0.28865184404304883,36.5134,1.489953382618971,-0.003411307831558358,1.0267818169873626,-91.4958,-1.337292476634203,9.83,0.2743141178230394,-29.3098,-0.7665516340643858,-272.0942,-1.4414179640415385,0.30199430199430205,-0.26261978992463164,0.055323590814196244,3.1670402599973255,-0.5960334029232949,-3.3174108275485614,-0.12690567284134044,,,False,True,True,False,True,True,False,True,False,False,5,4.998730943271586,9.06237961136609,C,方案A_传统规则,traditional_score
