natural_week,natural_week_start,natural_week_end,price_week_close_date,open,high,low,close,volume,trading_days,Ret_t
2019-09-30/2019-10-06,2019-09-30,2019-10-06,2019-09-30,3842.07,3857.23,3813.55,3814.53,65931312.0,1,-0.009894488209414298
2019-10-07/2019-10-13,2019-10-07,2019-10-13,2019-10-11,3818.59,3922.37,3805.07,3911.73,325147640.0,4,0.025481514105276437
2019-10-14/2019-10-20,2019-10-14,2019-10-20,2019-10-18,3944.86,3983.81,3864.97,3869.38,438082144.0,5,-0.0108264118433532
2019-10-21/2019-10-27,2019-10-21,2019-10-27,2019-10-25,3865.34,3901.42,3849.03,3896.79,362088304.0,5,0.007083822214411617
2019-10-28/2019-11-03,2019-10-28,2019-11-03,2019-11-01,3904.98,3956.08,3876.42,3952.39,444940160.0,5,0.014268154044739356
2019-11-04/2019-11-10,2019-11-04,2019-11-10,2019-11-08,3964.01,4030.64,3964.01,3973.01,498780528.0,5,0.005217096490984119
2019-11-11/2019-11-17,2019-11-11,2019-11-17,2019-11-15,3948.62,3948.62,3877.09,3877.09,418187144.0,5,-0.02414290424640264
2019-11-18/2019-11-24,2019-11-18,2019-11-24,2019-11-22,3874.44,3947.04,3833.5,3850.0,395795528.0,5,-0.006987199162258317
2019-11-25/2019-12-01,2019-11-25,2019-12-01,2019-11-29,3850.97,3899.11,3804.83,3828.67,433391576.0,5,-0.005540259740259734
2019-12-02/2019-12-08,2019-12-02,2019-12-08,2019-12-06,3835.51,3902.39,3811.63,3902.39,398406880.0,5,0.01925472814319318
2019-12-09/2019-12-15,2019-12-09,2019-12-15,2019-12-13,3909.53,3969.46,3882.09,3968.22,514661888.0,5,0.016869149418689444
2019-12-16/2019-12-22,2019-12-16,2019-12-22,2019-12-20,3970.71,4067.14,3953.51,4017.25,740169600.0,5,0.01235566576449898
2019-12-23/2019-12-29,2019-12-23,2019-12-29,2019-12-27,4014.69,4066.8,3963.67,4022.03,573531240.0,5,0.0011898686912690248
2019-12-30/2020-01-05,2019-12-30,2020-01-05,2020-01-03,4015.52,4172.66,4001.5,4144.97,604178752.0,4,0.030566654152256456
2020-01-06/2020-01-12,2020-01-06,2020-01-12,2020-01-10,4120.52,4180.98,4101.98,4163.19,732302872.0,5,0.004395689232973732
2020-01-13/2020-01-19,2020-01-13,2020-01-19,2020-01-17,4166.93,4223.51,4141.65,4154.85,552639224.0,5,-0.0020032715297642056
2020-01-20/2020-01-26,2020-01-20,2020-01-26,2020-01-23,4170.74,4185.96,3972.39,4003.9,540053008.0,4,-0.03633103481473465
2020-02-03/2020-02-09,2020-02-03,2020-02-09,2020-02-07,3639.91,3914.92,3639.91,3899.87,874612496.0,5,-0.025982167386797927
2020-02-10/2020-02-16,2020-02-10,2020-02-16,2020-02-14,3872.37,4001.56,3861.01,3987.73,706800624.0,5,0.022528956093408326
2020-02-17/2020-02-23,2020-02-17,2020-02-23,2020-02-21,3999.65,4184.44,3999.65,4149.49,944507872.0,5,0.040564431393298905
2020-02-24/2020-03-01,2020-02-24,2020-03-01,2020-02-28,4131.84,4149.01,3928.07,3940.05,1129697248.0,5,-0.05047367266820735
2020-03-02/2020-03-08,2020-03-02,2020-03-08,2020-03-06,3968.84,4215.85,3968.84,4138.51,1025406896.0,5,0.05036991916346234
2020-03-09/2020-03-15,2020-03-09,2020-03-15,2020-03-13,4063.08,4093.0,3765.15,3895.31,912531728.0,5,-0.05876511111486993
2020-03-16/2020-03-22,2020-03-16,2020-03-22,2020-03-20,3899.86,3899.86,3503.19,3653.22,827662352.0,5,-0.06214909724771589
2020-03-23/2020-03-29,2020-03-23,2020-03-29,2020-03-27,3542.68,3758.78,3523.79,3710.06,670079416.0,5,0.015558876826470946
2020-03-30/2020-04-05,2020-03-30,2020-04-05,2020-04-03,3657.46,3738.83,3637.59,3713.22,572675608.0,5,0.0008517382468207213
2020-04-06/2020-04-12,2020-04-06,2020-04-12,2020-04-10,3779.91,3824.74,3758.96,3769.18,457097536.0,4,0.015070477914047586
2020-04-13/2020-04-19,2020-04-13,2020-04-19,2020-04-17,3751.71,3863.45,3740.19,3839.49,526105184.0,5,0.018653924726333093
2020-04-20/2020-04-26,2020-04-20,2020-04-26,2020-04-24,3845.46,3857.47,3780.0,3796.97,479187048.0,5,-0.011074387483754333
2020-04-27/2020-05-03,2020-04-27,2020-05-03,2020-04-30,3808.02,3921.7,3768.2,3912.58,446327928.0,4,0.030447962454272837
2020-05-04/2020-05-10,2020-05-04,2020-05-10,2020-05-08,3867.26,3979.66,3865.99,3963.62,362313672.0,3,0.01304510067525766
2020-05-11/2020-05-17,2020-05-11,2020-05-17,2020-05-15,3974.76,3998.1,3907.4,3912.82,490263408.0,5,-0.012816566673899077
2020-05-18/2020-05-24,2020-05-18,2020-05-24,2020-05-22,3914.66,3966.85,3818.15,3824.06,505847592.0,5,-0.022684406642779487
2020-05-25/2020-05-31,2020-05-25,2020-05-31,2020-05-29,3828.32,3885.42,3800.18,3867.02,427071128.0,5,0.011234133355648268
2020-06-01/2020-06-07,2020-06-01,2020-06-07,2020-06-05,3901.73,4018.68,3901.73,4001.25,624078880.0,5,0.034711483261012255
2020-06-08/2020-06-14,2020-06-08,2020-06-14,2020-06-12,4023.61,4052.16,3927.25,4003.08,626971608.0,5,0.0004573570759136558
2020-06-15/2020-06-21,2020-06-15,2020-06-21,2020-06-19,3982.97,4109.36,3954.99,4098.71,639050952.0,5,0.023889105388850584
2020-06-22/2020-06-28,2020-06-22,2020-06-28,2020-06-24,4097.51,4144.68,4080.75,4138.99,406771448.0,3,0.009827482305408308
2020-06-29/2020-07-05,2020-06-29,2020-07-05,2020-07-03,4127.93,4419.6,4092.54,4419.6,970214736.0,5,0.06779673301940825
2020-07-06/2020-07-12,2020-07-06,2020-07-12,2020-07-10,4465.81,4854.12,4465.81,4753.13,1827900960.0,5,0.07546610552991218
2020-07-13/2020-07-19,2020-07-13,2020-07-19,2020-07-17,4742.37,4878.08,4485.82,4544.7,1383309104.0,5,-0.043851104430133514
2020-07-20/2020-07-26,2020-07-20,2020-07-26,2020-07-24,4597.2,4790.45,4479.39,4505.59,1148903568.0,5,-0.008605628534336662
2020-07-27/2020-08-02,2020-07-27,2020-08-02,2020-07-31,4535.01,4741.81,4482.44,4695.05,872690944.0,5,0.04204998679418237
2020-08-03/2020-08-09,2020-08-03,2020-08-09,2020-08-07,4735.9,4807.08,4637.84,4707.93,1092824384.0,5,0.002743314767680971
2020-08-10/2020-08-16,2020-08-10,2020-08-16,2020-08-14,4681.76,4791.53,4566.27,4704.63,912065600.0,5,-0.0007009450013063523
2020-08-17/2020-08-23,2020-08-17,2020-08-23,2020-08-21,4727.12,4838.09,4662.8,4718.84,950610848.0,5,0.0030204288116175704
2020-08-24/2020-08-30,2020-08-24,2020-08-30,2020-08-28,4746.4,4850.49,4679.36,4844.27,722592656.0,5,0.026580685083622324
2020-08-31/2020-09-06,2020-08-31,2020-09-06,2020-09-04,4870.93,4901.21,4726.56,4770.22,764655952.0,5,-0.015286100898587396
2020-09-07/2020-09-13,2020-09-07,2020-09-13,2020-09-11,4759.52,4789.3,4558.03,4627.28,716039432.0,5,-0.029965074986059492
2020-09-14/2020-09-20,2020-09-14,2020-09-20,2020-09-18,4652.05,4737.8,4601.64,4737.09,584314856.0,5,0.023731003959129415
2020-09-21/2020-09-27,2020-09-21,2020-09-27,2020-09-25,4750.75,4752.98,4554.72,4570.02,545644128.0,5,-0.03526848761581469
2020-09-28/2020-10-04,2020-09-28,2020-10-04,2020-09-30,4582.65,4634.72,4563.41,4587.4,260123448.0,3,0.0038030468137992823
2020-10-05/2020-10-11,2020-10-05,2020-10-11,2020-10-09,4663.61,4695.4,4655.09,4681.14,111337512.0,1,0.020434232898809856
2020-10-12/2020-10-18,2020-10-12,2020-10-18,2020-10-16,4705.19,4845.92,4704.16,4791.68,610888880.0,5,0.023613906014346986
2020-10-19/2020-10-25,2020-10-19,2020-10-25,2020-10-23,4823.49,4849.61,4717.1,4718.49,539276296.0,5,-0.015274392279951976
2020-10-26/2020-11-01,2020-10-26,2020-11-01,2020-10-30,4684.05,4803.03,4639.3,4695.33,566382528.0,5,-0.004908349917028487
2020-11-02/2020-11-08,2020-11-02,2020-11-08,2020-11-06,4702.75,4897.63,4695.44,4885.72,686468544.0,5,0.04054880061678312
2020-11-09/2020-11-15,2020-11-09,2020-11-15,2020-11-13,4918.86,4997.8,4825.76,4856.85,789677408.0,5,-0.005909057416307095
2020-11-16/2020-11-22,2020-11-16,2020-11-22,2020-11-20,4880.96,4947.43,4848.62,4943.29,727556760.0,5,0.017797543675427407
2020-11-23/2020-11-29,2020-11-23,2020-11-29,2020-11-27,4954.6,5029.65,4867.82,4980.77,833048880.0,5,0.0075819949871442915
2020-11-30/2020-12-06,2020-11-30,2020-12-06,2020-12-04,4994.11,5090.61,4960.25,5065.92,984352960.0,5,0.01709575025548249
2020-12-07/2020-12-13,2020-12-07,2020-12-13,2020-12-11,5065.73,5067.87,4849.35,4889.63,687158184.0,5,-0.03479920725159491
2020-12-14/2020-12-20,2020-12-14,2020-12-20,2020-12-18,4903.63,5027.44,4887.66,4999.97,607358248.0,5,0.02256612463519736
2020-12-21/2020-12-27,2020-12-21,2020-12-27,2020-12-25,4995.76,5055.13,4960.95,5042.01,678875208.0,5,0.008408050448302617
2020-12-28/2021-01-03,2020-12-28,2021-01-03,2020-12-31,5042.94,5215.62,5034.31,5211.29,598342016.0,4,0.03357391199144777
2021-01-04/2021-01-10,2021-01-04,2021-01-10,2021-01-08,5212.93,5547.47,5190.94,5495.43,1054613008.0,5,0.05452392785663451
2021-01-11/2021-01-17,2021-01-11,2021-01-17,2021-01-15,5504.24,5644.72,5390.27,5458.08,1199946880.0,5,-0.0067965564114182975
2021-01-18/2021-01-24,2021-01-18,2021-01-24,2021-01-22,5438.16,5593.11,5410.78,5569.78,998258768.0,5,0.020465071966698778
2021-01-25/2021-01-31,2021-01-25,2021-01-31,2021-01-29,5564.12,5655.48,5288.1,5351.97,881806832.0,5,-0.03910567383271857
2021-02-01/2021-02-07,2021-02-01,2021-02-07,2021-02-05,5356.85,5550.77,5342.05,5483.41,889853840.0,5,0.024559181011851727
2021-02-08/2021-02-14,2021-02-08,2021-02-14,2021-02-10,5506.14,5823.42,5479.85,5807.72,499090832.0,3,0.0591438539157203
2021-02-15/2021-02-21,2021-02-15,2021-02-21,2021-02-19,5922.07,5930.91,5667.32,5778.84,433324464.0,2,-0.004972691520941153
2021-02-22/2021-02-28,2021-02-22,2021-02-28,2021-02-26,5785.51,5785.51,5318.86,5336.76,1184361296.0,5,-0.0764997819631621
2021-03-01/2021-03-07,2021-03-01,2021-03-07,2021-03-05,5389.25,5454.97,5174.25,5262.8,984086864.0,5,-0.013858595852164979
2021-03-08/2021-03-14,2021-03-08,2021-03-14,2021-03-08,5262.8,5262.8,5262.8,5262.8,0.0,1,0.0
