date,portfolio_value,action,holding,cash,market_value,cum_return,market_cum_return,peak,drawdown
2023-12-26,765448.3064740001,hold,招商银行,6.676474000097869,928081.7926872419,-0.23455169352599992,-0.07191820731275811,1001508.5964740001,-0.23570470671055127
2023-12-27,766290.3764740002,hold,招商银行,6.676474000097869,933119.4163091317,-0.2337096235259999,-0.06688058369086836,1001508.5964740001,-0.2348639051408346
2023-12-28,785657.986474,hold,招商银行,6.676474000097869,945954.2136548411,-0.21434201352600002,-0.054045786345158886,1001508.5964740001,-0.21552546903735312
2023-12-29,780886.256474,hold,招商银行,6.676474000097869,952431.3046667532,-0.219113743526,-0.04756869533324681,1001508.5964740001,-0.22029001126574713
2024-01-02,774149.696474,hold,招商银行,6.676474000097869,948378.628650709,-0.225850303526,-0.0516213713492909,1001508.5964740001,-0.22701642382347992
2024-01-03,779482.8064740001,hold,招商银行,6.676474000097869,949970.1042069125,-0.22051719352599986,-0.050029895793087586,1001508.5964740001,-0.22169134721527473
2024-01-04,780605.5664740001,hold,招商银行,6.676474000097869,945840.5917125967,-0.21939443352599985,-0.05415940828740329,1001508.5964740001,-0.2205702784556526
2024-01-05,794078.6864740001,hold,招商银行,6.676474000097869,937783.870768215,-0.20592131352599985,-0.06221612923178499,1001508.5964740001,-0.20711745334018714
2024-01-08,789587.6464740001,hold,招商银行,6.676474000097869,924451.0129673083,-0.21041235352599996,-0.07554898703269175,1001508.5964740001,-0.21160172837867566
2024-01-09,790710.4064740002,hold,招商银行,6.676474000097869,926280.1693629654,-0.20928959352599985,-0.07371983063703458,1001508.5964740001,-0.2104806596190534
2024-01-10,787342.1264740002,hold,招商银行,6.676474000097869,921302.1260269355,-0.21265787352599985,-0.07869787397306449,1001508.5964740001,-0.21384386589791982
2024-01-11,796604.8964740001,hold,招商银行,6.676474000097869,924166.8140433007,-0.203395103526,-0.0758331859566993,1001508.5964740001,-0.2045950486310374
2024-01-12,801095.9364740001,hold,招商银行,6.676474000097869,922670.6477353537,-0.19890406352599987,-0.07732935226464632,1001508.5964740001,-0.20011077359254886
2024-01-15,807551.8064740001,hold,招商银行,6.676474000097869,924051.7514170888,-0.19244819352599996,-0.07594824858291116,1001508.5964740001,-0.19366462822472166
2024-01-16,817656.6464740001,hold,招商银行,6.676474000097869,926516.217427256,-0.18234335352599995,-0.0734837825727439,1001508.5964740001,-0.1835750093881226
2024-01-17,819340.7864740001,hold,招商银行,6.676474000097869,907187.5531052118,-0.1806592135259999,-0.09281244689478818,1001508.5964740001,-0.1818934062486894
2024-01-18,830287.696474,hold,招商银行,6.676474000097869,911083.3866599835,-0.16971230352599997,-0.08891661334001644,1001508.5964740001,-0.1709629858423738
2024-01-19,834498.0464740001,hold,招商银行,6.676474000097869,906759.8620580318,-0.16550195352599995,-0.09324013794196817,1001508.5964740001,-0.16675897799379075
2024-01-22,849093.9264740001,hold,招商银行,6.676474000097869,882447.71181608,-0.15090607352599994,-0.11755228818391994,1001508.5964740001,-0.15218508411870316
2024-01-23,841795.986474,hold,招商银行,6.676474000097869,887133.5844434816,-0.158204013526,-0.11286641555651833,1001508.5964740001,-0.15947203105624702
2024-01-24,844602.886474,hold,招商银行,6.676474000097869,903075.745016098,-0.15539711352599994,-0.096924254983902,1001508.5964740001,-0.15666935915719168
2024-01-25,867338.7764740001,hold,招商银行,6.676474000097869,930396.4915951779,-0.13266122352599996,-0.0696035084048221,1001508.5964740001,-0.13396771677484368
2024-01-26,873513.9564740001,hold,招商银行,6.676474000097869,931713.5968935523,-0.1264860435259999,-0.06828640310644762,1001508.5964740001,-0.12780183859692196
2024-01-29,879969.8264740001,hold,招商银行,6.676474000097869,923112.1693486227,-0.12003017352599987,-0.07688783065137728,1001508.5964740001,-0.12135569322909476
2024-01-30,870145.6764740001,hold,招商银行,6.676474000097869,906198.7316602533,-0.1298543235259999,-0.09380126833974678,1001508.5964740001,-0.13116504487578837
2024-01-31,862005.6664740001,hold,招商银行,6.676474000097869,892759.2632457445,-0.13799433352599988,-0.1072407367542555,1001508.5964740001,-0.13929279338304876
2024-02-01,853865.6564740002,hold,招商银行,6.676474000097869,887058.0285731811,-0.14613434352599985,-0.11294197142681883,1001508.5964740001,-0.14742054189030904
2024-02-02,848532.5464740001,hold,招商银行,6.676474000097869,874063.6034438623,-0.15146745352599988,-0.12593639655613775,1001508.5964740001,-0.15274561849851423
2024-02-05,862005.6664740001,hold,招商银行,6.676474000097869,865109.9126612557,-0.13799433352599988,-0.1348900873387443,1001508.5964740001,-0.13929279338304876
2024-02-06,879408.446474,hold,招商银行,6.676474000097869,893059.5017845912,-0.12059155352600004,-0.10694049821540874,1001508.5964740001,-0.12191622760890594
2024-02-07,878847.0664740001,hold,招商银行,6.676474000097869,905932.6853542373,-0.12115293352599987,-0.09406731464576268,1001508.5964740001,-0.12247676198871689
2024-02-08,881373.2764740001,hold,招商银行,6.676474000097869,917524.6206487024,-0.1186267235259999,-0.08247537935129767,1001508.5964740001,-0.11995435727956716
2024-02-19,887548.4564740001,hold,招商银行,6.676474000097869,931816.4617288387,-0.11245154352599984,-0.0681835382711613,1001508.5964740001,-0.11378847910164544
2024-02-20,881373.2764740001,hold,招商银行,6.676474000097869,935717.8979434845,-0.1186267235259999,-0.06428210205651552,1001508.5964740001,-0.11995435727956716
2024-02-21,926283.6764740001,hold,招商银行,6.676474000097869,944754.3160010302,-0.07371632352599988,-0.0552456839989699,1001508.5964740001,-0.07511160689468224
2024-02-22,920669.876474,hold,招商银行,6.676474000097869,956728.7048660927,-0.079330123526,-0.04327129513390737,1001508.5964740001,-0.0807169506927929
2024-02-23,924880.2264740001,hold,招商银行,6.676474000097869,962018.6402735071,-0.07511977352599986,-0.03798135972649286,1001508.5964740001,-0.07651294284420984
